fiyat,il,ilce,emlak_tipi,m2_brut,m2_net,oda,bina_yasi,bulundugu_kat,kat_sayisi,isitma,banyo,balkon,esyali,kullanim_durumu,site_icerisinde,krediye_uygun,kimden,takas,salon,banyo/oda
250000,şanlıurfa,haliliye,daire,105,100,2,0,1,7,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.5
550000,şanlıurfa,karaköprü,daire,170,140,3,0,5,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
320000,şanlıurfa,haliliye,daire,220,180,4,7,5,5,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
225000,şanlıurfa,karaköprü,daire,110,110,2,0,1,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
325000,şanlıurfa,karaköprü,daire,120,110,2,0,7,8,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
480000,şanlıurfa,karaköprü,daire,200,180,4,3,7,9,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
650000,şanlıurfa,karaköprü,daire,230,200,4,0,8,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
497000,şanlıurfa,viranşehir,daire,240,220,4,3,2,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.25
450000,şanlıurfa,karaköprü,daire,225,180,4,4,8,11,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
600000,şanlıurfa,karaköprü,daire,225,180,4,4,4,6,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
320000,şanlıurfa,haliliye,daire,210,195,4,18,1,6,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
420000,şanlıurfa,karaköprü,daire,175,145,3,4,2,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
220000,şanlıurfa,karaköprü,daire,110,90,2,1,giriş katı,6,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
450000,şanlıurfa,karaköprü,daire,160,160,3,0,3,9,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
155000,şanlıurfa,haliliye,daire,120,120,2,7,4,4,doğalgaz,1,var,hayır,kiracılı,hayır,evet,sahibinden,evet,1,0.5
300000,şanlıurfa,haliliye,daire,135,125,2,23,5,5,klima,1,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.5
110000,şanlıurfa,karaköprü,daire,103,95,2,13,kot 2,5,soba,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
140000,şanlıurfa,karaköprü,daire,115,100,2,2,giriş katı,4,doğalgaz,1,yok,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
265000,şanlıurfa,karaköprü,daire,170,155,3,0,1,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
360000,şanlıurfa,haliliye,daire,190,165,3,0,5,6,yerden isıtma,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
153000,şanlıurfa,haliliye,daire,120,120,2,7,4,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
550000,şanlıurfa,karaköprü,daire,180,150,3,0,7,9,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
349000,şanlıurfa,karaköprü,daire,180,150,3,7,5,8,doğalgaz,2,var,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.6666666666666666
300000,şanlıurfa,haliliye,daire,180,160,3,18,2,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
499000,şanlıurfa,karaköprü,daire,200,170,3,0,4,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
300000,şanlıurfa,karaköprü,daire,130,110,2,0,7,9,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
298000,şanlıurfa,karaköprü,daire,220,180,4,13,yüksek giriş,10,doğalgaz,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.5
355000,şanlıurfa,karaköprü,daire,165,145,3,7,5,8,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
150000,şanlıurfa,haliliye,daire,100,95,2,18,2,10,soba,1,var,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.5
375000,şanlıurfa,karaköprü,daire,180,160,3,3,5,10,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
232000,şanlıurfa,karaköprü,daire,180,160,3,0,zemin kat,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
325000,şanlıurfa,karaköprü,daire,170,140,3,3,5,5,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
50684,şanlıurfa,haliliye,daire,52,52,2,7,zemin kat,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
350000,şanlıurfa,karaköprü,daire,200,180,3,3,5,6,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
500000,şanlıurfa,karaköprü,daire,170,160,3,0,kot 3,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
185000,şanlıurfa,karaköprü,daire,120,110,2,0,yüksek giriş,7,doğalgaz,1,var,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,0.5
295000,şanlıurfa,karaköprü,daire,185,165,3,0,5,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
850000,şanlıurfa,karaköprü,daire,250,200,4,4,8,10,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
580000,şanlıurfa,karaköprü,daire,210,175,4,0,4,9,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
230000,şanlıurfa,haliliye,daire,150,120,3,18,kot 2,5,soba,1,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.3333333333333333
220000,şanlıurfa,karaköprü,daire,120,100,2,0,1,4,doğalgaz,1,var,evet,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
308000,şanlıurfa,karaköprü,daire,170,155,3,0,1,9,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
238000,şanlıurfa,karaköprü,daire,115,100,2,1,yüksek giriş,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
185000,şanlıurfa,karaköprü,daire,145,130,3,2,7,7,merkezi,2,var,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.6666666666666666
355000,şanlıurfa,karaköprü,daire,180,155,3,7,4,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
400000,şanlıurfa,karaköprü,daire,170,140,3,1,8,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
178000,şanlıurfa,karaköprü,daire,85,75,2,4,1,8,doğalgaz,1,var,evet,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
950000,şanlıurfa,karaköprü,daire,260,230,4,2,3,9,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
475000,şanlıurfa,karaköprü,daire,180,140,3,7,1,5,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
370000,şanlıurfa,haliliye,daire,220,200,4,13,8,8,doğalgaz,2,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,1,0.5
485000,şanlıurfa,karaköprü,daire,200,160,3,0,4,9,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
490000,şanlıurfa,karaköprü,daire,235,200,4,0,2,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
249000,şanlıurfa,karaköprü,daire,110,100,2,2,kot 3,4,doğalgaz,2,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,1.0
360000,şanlıurfa,haliliye,daire,112,90,2,13,kot 3,3,soba,1,var,hayır,kiracılı,hayır,evet,sahibinden,evet,1,0.5
620000,şanlıurfa,karaköprü,daire,240,225,4,7,8,8,doğalgaz sobası,2,var,hayır,kiracılı,evet,evet,sahibinden,evet,1,0.5
739000,şanlıurfa,karaköprü,daire,245,220,4,4,13,16,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.5
474000,şanlıurfa,haliliye,daire,205,205,4,18,3,8,doğalgaz,2,var,hayır,boş,hayır,hayır,bankadan,hayır,1,0.5
620000,şanlıurfa,karaköprü,daire,220,200,4,7,4,13,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
430000,şanlıurfa,karaköprü,daire,195,170,3,0,4,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
265000,şanlıurfa,karaköprü,daire,130,100,2,0,1,9,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
680000,şanlıurfa,karaköprü,daire,240,230,4,7,10,10,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.5
235000,şanlıurfa,karaköprü,daire,120,100,2,2,giriş katı,8,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
279000,şanlıurfa,karaköprü,daire,105,100,2,0,8,10,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
295000,şanlıurfa,karaköprü,daire,180,150,3,3,kot 2,8,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
130000,şanlıurfa,karaköprü,daire,110,99,2,1,7,7,doğalgaz,1,var,hayır,mülk sahibi,evet,hayır,emlak ofisinden,hayır,1,0.5
130000,şanlıurfa,haliliye,daire,60,52,1,2,1,3,klima,1,yok,evet,kiracılı,hayır,evet,emlak ofisinden,hayır,1,1.0
500000,şanlıurfa,karaköprü,daire,200,160,4,0,8,9,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
560000,şanlıurfa,karaköprü,daire,180,165,3,0,3,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
115000,şanlıurfa,haliliye,daire,100,90,2,18,bodrum kat,6,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
117000,şanlıurfa,haliliye,daire,70,65,2,4,2,7,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
460000,şanlıurfa,haliliye,daire,255,220,3,18,1,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
750000,şanlıurfa,karaköprü,daire,254,230,4,7,2,7,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
640000,şanlıurfa,karaköprü,daire,230,175,4,4,5,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
173000,şanlıurfa,karaköprü,daire,145,140,3,2,6,7,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
510000,şanlıurfa,karaköprü,daire,180,170,3,0,1,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
700000,şanlıurfa,karaköprü,daire,215,200,4,0,4,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
545000,şanlıurfa,karaköprü,daire,190,175,4,2,1,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
545000,şanlıurfa,karaköprü,daire,190,175,4,2,1,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
520000,şanlıurfa,karaköprü,daire,180,158,4,0,10,12,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.5
500000,şanlıurfa,karaköprü,daire,205,150,4,1,7,10,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
299000,şanlıurfa,karaköprü,daire,200,180,4,7,5,7,doğalgaz,2,var,hayır,boş,hayır,evet,sahibinden,evet,1,0.5
260000,şanlıurfa,karaköprü,daire,180,170,3,13,5,5,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
250000,şanlıurfa,eyyübiye,daire,175,145,3,7,5,5,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
100000,şanlıurfa,haliliye,daire,136,136,2,13,yüksek giriş,1,soba,1,var,hayır,boş,hayır,evet,sahibinden,evet,1,0.5
650000,şanlıurfa,karaköprü,daire,200,190,4,4,4,6,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
235000,şanlıurfa,karaköprü,daire,110,95,2,0,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
550000,şanlıurfa,karaköprü,daire,240,220,5,7,5,6,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.4
420000,şanlıurfa,karaköprü,daire,120,115,2,0,4,7,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
420000,şanlıurfa,karaköprü,daire,120,115,2,0,4,7,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
535000,şanlıurfa,karaköprü,daire,180,160,3,0,1,8,doğalgaz,2,var,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,0.6666666666666666
300000,şanlıurfa,halfeti,daire,155,133,4,4,kot 4,6,merkezi,2,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.5
550000,şanlıurfa,karaköprü,daire,220,160,2,0,2,13,doğalgaz,2,var,hayır,boş,evet,evet,inşaat firmasından,hayır,1,1.0
113000,şanlıurfa,karaköprü,daire,100,86,2,4,5,10,merkezi,1,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.5
241500,şanlıurfa,haliliye,daire,180,162,5,23,1,4,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.4
550000,şanlıurfa,haliliye,daire,220,180,4,18,1,5,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.5
580000,şanlıurfa,haliliye,daire,200,160,4,0,1,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
110000,şanlıurfa,eyyübiye,daire,110,90,2,7,9,10,merkezi,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,evet,1,0.5
363000,şanlıurfa,karaköprü,daire,170,150,3,1,3,4,merkezi,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
363000,şanlıurfa,karaköprü,daire,170,150,3,1,3,4,merkezi,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
315000,şanlıurfa,karaköprü,daire,190,165,4,7,yüksek giriş,9,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
155000,van,ipekyolu,daire,65,50,1,0,2,5,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
280000,van,tuşba,daire,125,115,2,7,12,15,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
138000,van,ipekyolu,daire,65,55,1,2,1,7,doğalgaz,1,var,evet,kiracılı,hayır,evet,sahibinden,evet,1,1.0
395000,van,ipekyolu,daire,225,195,4,7,2,7,doğalgaz,1,var,evet,boş,evet,evet,emlak ofisinden,evet,1,0.25
395000,van,ipekyolu,daire,195,180,3,3,2,7,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
515000,van,edremit,daire,185,165,3,0,3,6,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
530000,van,ipekyolu,daire,240,225,4,13,4,5,doğalgaz,2,var,hayır,boş,evet,evet,sahibinden,evet,1,0.5
355000,van,ipekyolu,daire,220,180,3,7,kot 1,7,doğalgaz,2,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.6666666666666666
365000,van,ipekyolu,daire,185,170,3,7,1,6,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,evet,1,0.6666666666666666
745000,van,ipekyolu,daire,235,225,4,4,4,5,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.5
421000,van,ipekyolu,daire,200,180,3,1,1,4,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
190000,van,ipekyolu,daire,90,90,2,0,yüksek giriş,7,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
950000,van,ipekyolu,daire,250,230,5,13,6,7,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.4
140000,van,ipekyolu,daire,65,55,1,2,4,7,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
500000,van,ipekyolu,daire,180,170,3,2,5,7,doğalgaz sobası,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.3333333333333333
277000,van,ipekyolu,daire,155,135,3,2,1,6,doğalgaz,1,var,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.3333333333333333
145000,van,ipekyolu,daire,85,75,2,7,2,6,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
185000,van,ipekyolu,daire,95,75,2,7,1,5,doğalgaz,1,yok,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.5
110000,van,ipekyolu,daire,60,55,1,2,1,6,doğalgaz,1,yok,evet,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
270000,van,ipekyolu,daire,123,113,2,1,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
600000,van,tuşba,yazlık,230,210,4,13,müstakil,3,klima,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
150000,van,edremit,daire,110,100,3,7,2,6,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.3333333333333333
575000,van,ipekyolu,daire,220,180,4,7,3,7,doğalgaz,2,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.5
590000,van,ipekyolu,daire,165,150,3,0,6,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
111000,van,ipekyolu,daire,60,50,1,2,kot 3,6,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
170000,van,ipekyolu,daire,100,90,2,7,5,7,doğalgaz,1,var,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.5
255000,van,ipekyolu,daire,120,100,2,0,2,5,doğalgaz,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
349000,van,ipekyolu,daire,170,160,3,7,3,6,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
135000,van,ipekyolu,daire,100,100,2,3,2,4,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.5
157000,van,edremit,daire,110,100,3,4,2,7,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.3333333333333333
238000,van,ipekyolu,daire,106,100,2,3,2,6,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,evet,1,0.5
197500,van,edremit,daire,100,100,3,7,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,evet,1,0.3333333333333333
240000,van,ipekyolu,daire,105,90,2,4,1,6,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.5
280000,van,ipekyolu,daire,100,95,2,3,kot 4,6,doğalgaz,1,yok,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.5
305000,van,ipekyolu,daire,100,95,2,0,kot 3,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
550000,van,ipekyolu,daire,220,220,4,2,1,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
680000,van,ipekyolu,daire,210,190,4,3,5,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
600000,van,edremit,daire,230,210,4,0,1,3,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
212000,van,ipekyolu,daire,97,82,2,0,yüksek giriş,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
195000,van,ipekyolu,daire,100,85,2,2,3,4,doğalgaz,1,yok,evet,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
580000,van,ipekyolu,daire,230,210,4,0,3,6,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
350000,van,ipekyolu,daire,136,120,2,1,kot 3,6,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
590000,van,ipekyolu,daire,175,155,3,0,2,6,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
545000,van,ipekyolu,daire,195,183,3,0,1,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
375000,van,ipekyolu,daire,175,160,3,2,5,7,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.3333333333333333
285000,van,ipekyolu,daire,115,90,2,0,3,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
115000,van,ipekyolu,daire,55,45,1,2,1,6,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,evet,1,1.0
355000,van,ipekyolu,daire,170,160,3,7,1,6,doğalgaz,2,var,evet,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
240000,van,ipekyolu,daire,110,105,2,0,1,5,doğalgaz,1,yok,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.5
450000,van,ipekyolu,daire,160,145,3,2,5,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.3333333333333333
245000,van,ipekyolu,daire,95,95,2,0,2,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
245000,van,ipekyolu,daire,120,120,2,0,5,5,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,evet,1,0.5
265000,van,ipekyolu,daire,110,90,2,1,4,6,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.5
470000,van,ipekyolu,daire,175,155,3,2,4,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.3333333333333333
138000,van,ipekyolu,daire,55,45,1,2,1,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
350000,van,ipekyolu,daire,175,150,3,7,5,5,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
400000,van,ipekyolu,daire,162,142,3,2,kot 1,6,doğalgaz,1,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.3333333333333333
550000,van,ipekyolu,daire,180,150,3,0,2,8,doğalgaz,2,var,hayır,boş,hayır,evet,inşaat firmasından,evet,1,0.6666666666666666
340000,van,edremit,daire,180,180,3,7,4,6,doğalgaz,2,var,hayır,kiracılı,hayır,evet,sahibinden,evet,1,0.6666666666666666
575000,van,ipekyolu,daire,210,190,4,0,3,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
509000,van,ipekyolu,daire,160,140,3,0,2,7,doğalgaz,2,var,hayır,boş,evet,hayır,emlak ofisinden,evet,1,0.6666666666666666
295000,van,ipekyolu,daire,105,80,2,0,6,7,doğalgaz,1,var,hayır,boş,hayır,evet,inşaat firmasından,evet,1,0.5
350000,van,ipekyolu,daire,190,180,3,7,2,6,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
675000,van,ipekyolu,daire,225,190,4,0,2,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
530000,van,ipekyolu,daire,175,155,3,0,5,5,doğalgaz,2,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,1,0.6666666666666666
260000,van,ipekyolu,daire,105,105,2,1,1,6,doğalgaz,1,var,evet,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
245000,van,ipekyolu,daire,100,95,2,4,kot 3,6,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,evet,1,0.5
310000,van,ipekyolu,daire,125,110,2,0,3,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
365000,van,ipekyolu,daire,185,175,3,7,1,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
340000,van,ipekyolu,daire,210,210,4,13,3,6,doğalgaz,2,var,hayır,boş,evet,evet,sahibinden,evet,1,0.5
285000,van,ipekyolu,daire,120,110,2,0,3,6,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
440000,van,ipekyolu,daire,180,150,3,4,2,7,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.3333333333333333
335000,van,ipekyolu,daire,165,150,3,2,7,7,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
400000,van,ipekyolu,daire,155,130,3,0,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,inşaat firmasından,evet,1,0.3333333333333333
158000,van,ipekyolu,daire,110,100,2,7,1,4,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
340000,van,ipekyolu,daire,160,150,3,7,2,7,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
615000,van,ipekyolu,daire,180,170,3,0,6,7,doğalgaz,2,var,hayır,boş,evet,evet,sahibinden,evet,1,0.6666666666666666
470000,van,ipekyolu,daire,175,155,3,0,3,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
225000,van,ipekyolu,daire,100,80,2,0,yüksek giriş,5,doğalgaz,1,var,hayır,boş,hayır,evet,inşaat firmasından,evet,1,0.5
270000,van,ipekyolu,daire,120,100,2,1,kot 2,5,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.5
