fiyat,il,ilce,emlak_tipi,m2_brut,m2_net,oda,bina_yasi,bulundugu_kat,kat_sayisi,isitma,banyo,balkon,esyali,kullanim_durumu,site_icerisinde,krediye_uygun,kimden,takas,salon,banyo/oda
199500,trabzon,ortahisar,daire,110,110,1,13,zemin kat,14,merkezi,1,yok,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,1.0
355000,trabzon,ortahisar,daire,120,115,2,13,3,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
379000,trabzon,ortahisar,daire,120,110,2,0,2,4,doğalgaz,1,var,hayır,boş,hayır,evet,sahibinden,evet,1,0.5
175000,trabzon,akçaabat,daire,80,75,1,13,1,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,2.0
82000,trabzon,of,daire,73,65,3,23,kot 2,7,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
395000,trabzon,ortahisar,daire,85,75,2,0,2,4,doğalgaz,1,var,hayır,boş,evet,hayır,emlak ofisinden,evet,1,0.5
435000,trabzon,ortahisar,daire,165,140,3,4,4,7,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
875000,trabzon,yomra,daire,136,126,3,7,1,7,merkezi,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
430000,trabzon,yomra,daire,210,185,4,1,1,11,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
745061,trabzon,ortahisar,daire,200,175,3,4,6,8,doğalgaz,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
950000,trabzon,ortahisar,daire,185,165,3,0,3,12,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
760000,trabzon,ortahisar,daire,220,200,4,0,9,10,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
570000,trabzon,yomra,residence,180,150,3,0,7,13,merkezi,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
300000,trabzon,ortahisar,daire,138,120,3,23,2,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
725000,trabzon,ortahisar,daire,170,160,3,4,7,7,merkezi,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
159000,trabzon,akçaabat,daire,95,85,2,13,yüksek giriş,10,doğalgaz,1,yok,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.5
278000,trabzon,sürmene,daire,130,115,2,1,4,12,doğalgaz,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
530000,trabzon,ortahisar,daire,170,170,3,0,4,7,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
480000,trabzon,ortahisar,daire,160,150,3,7,11,11,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
380000,trabzon,ortahisar,daire,165,150,3,4,1,6,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
925000,trabzon,akçaabat,daire,220,195,4,2,8,15,doğalgaz,3,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.75
430000,trabzon,yomra,daire,176,176,3,0,9,10,merkezi,2,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.6666666666666666
650000,trabzon,yomra,daire,185,185,3,0,12,12,yerden isıtma,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
217000,trabzon,ortahisar,daire,100,95,2,7,1,4,doğalgaz,1,var,evet,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
725000,trabzon,yomra,daire,178,168,3,0,11,13,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
330000,trabzon,yomra,daire,140,140,3,7,6,9,merkezi,2,var,hayır,kiracılı,hayır,hayır,emlak ofisinden,hayır,1,0.6666666666666666
390000,trabzon,yomra,daire,165,125,3,0,9,9,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
595000,trabzon,ortahisar,daire,210,180,4,0,9,14,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.5
560000,trabzon,yomra,daire,175,165,3,2,6,14,merkezi,2,var,evet,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
565000,trabzon,yomra,daire,185,165,3,1,12,12,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
445000,trabzon,ortahisar,daire,170,150,3,7,10,11,doğalgaz,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
375000,trabzon,ortahisar,daire,165,150,3,0,4,9,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
630000,trabzon,yomra,daire,180,175,3,7,2,3,yerden isıtma,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
470000,trabzon,ortahisar,daire,210,192,4,0,8,11,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
360000,trabzon,akçaabat,daire,152,140,3,0,1,3,merkezi,2,var,evet,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
425000,trabzon,araklı,daire,180,180,4,0,5,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
350000,trabzon,yomra,daire,135,125,2,0,1,14,merkezi,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
300000,trabzon,of,daire,114,95,3,0,2,5,doğalgaz,1,var,hayır,boş,hayır,hayır,emlak ofisinden,evet,1,0.3333333333333333
250000,trabzon,ortahisar,daire,90,90,2,18,kot 4,6,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
460000,trabzon,ortahisar,daire,185,145,3,7,2,9,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
550000,trabzon,ortahisar,daire,180,160,3,0,6,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
420000,trabzon,ortahisar,daire,85,70,2,0,bahçe katı,6,yerden isıtma,1,var,hayır,mülk sahibi,evet,evet,sahibinden,hayır,1,0.5
155000,trabzon,ortahisar,daire,90,85,2,13,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
455000,trabzon,ortahisar,daire,155,150,3,7,1,8,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
315000,trabzon,ortahisar,daire,155,135,3,13,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
530000,trabzon,akçaabat,daire,172,160,3,0,1,14,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
425000,trabzon,ortahisar,daire,172,160,3,0,1,5,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
349500,trabzon,akçaabat,daire,165,150,3,0,1,3,merkezi,2,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.6666666666666666
600000,trabzon,ortahisar,daire,160,150,3,0,7,7,doğalgaz,2,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,1,0.6666666666666666
235000,trabzon,ortahisar,daire,125,110,2,18,5,5,doğalgaz,1,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.5
450000,trabzon,sürmene,daire,160,155,3,0,3,9,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
610000,trabzon,ortahisar,daire,197,197,4,0,1,7,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
370000,trabzon,yomra,daire,165,145,3,7,yüksek giriş,9,merkezi,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
279000,trabzon,ortahisar,daire,150,140,3,13,2,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
365000,trabzon,ortahisar,daire,155,140,3,2,3,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
450000,trabzon,akçaabat,daire,155,145,3,0,6,8,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
465000,trabzon,ortahisar,daire,170,150,3,0,kot 3,6,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
450000,trabzon,ortahisar,daire,150,148,3,2,4,5,doğalgaz,3,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
480000,trabzon,yomra,daire,175,135,3,0,7,10,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
240000,trabzon,vakfıkebir,daire,110,95,2,13,3,5,merkezi,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
335000,trabzon,ortahisar,daire,165,155,3,13,1,12,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.6666666666666666
126000,trabzon,vakfıkebir,daire,90,80,2,13,3,4,merkezi,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
375000,trabzon,yomra,daire,155,140,3,0,2,9,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
385000,trabzon,akçaabat,daire,195,180,3,0,6,8,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
395000,trabzon,ortahisar,daire,150,140,3,13,10,11,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
295000,trabzon,ortahisar,daire,130,125,3,13,3,7,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
549000,trabzon,yomra,daire,185,170,3,0,5,12,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
450000,trabzon,ortahisar,daire,165,150,3,0,9,10,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
310000,trabzon,ortahisar,daire,135,125,2,4,1,7,doğalgaz,1,yok,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.5
450000,trabzon,ortahisar,daire,175,150,3,7,8,13,doğalgaz,2,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.6666666666666666
510000,trabzon,ortahisar,daire,220,200,6,13,5,6,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.3333333333333333
550000,trabzon,yomra,daire,170,150,3,7,7,8,merkezi,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.6666666666666666
420000,trabzon,ortahisar,daire,155,140,2,0,5,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
325000,trabzon,of,daire,115,110,2,1,3,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
395000,trabzon,ortahisar,daire,110,90,2,4,5,13,merkezi,1,var,evet,kiracılı,hayır,evet,sahibinden,evet,1,0.5
470000,trabzon,yomra,daire,190,175,3,1,13,13,merkezi,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
795000,trabzon,ortahisar,daire,200,190,3,0,7,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
270000,trabzon,vakfıkebir,daire,155,155,3,18,4,7,soba,1,yok,hayır,kiracılı,hayır,evet,bankadan,hayır,2,0.3333333333333333
410000,trabzon,ortahisar,daire,160,150,3,13,7,8,doğalgaz,1,var,hayır,kiracılı,hayır,hayır,emlak ofisinden,hayır,1,0.3333333333333333
440000,trabzon,ortahisar,daire,153,138,2,4,3,10,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,1.0
372500,trabzon,ortahisar,daire,165,160,3,0,5,10,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
325000,trabzon,ortahisar,daire,153,110,2,7,kot 1,8,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
355000,trabzon,of,daire,165,150,3,4,1,11,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
115000,trabzon,akçaabat,daire,80,75,2,18,5,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
270000,trabzon,ortahisar,daire,138,135,2,13,1,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
330000,trabzon,ortahisar,daire,118,108,2,0,1,7,doğalgaz,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
600000,trabzon,ortahisar,daire,185,160,3,0,8,10,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
525000,trabzon,yomra,daire,178,150,3,2,13,13,merkezi,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
460000,trabzon,ortahisar,daire,175,150,3,7,12,12,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
300000,trabzon,ortahisar,daire,130,130,3,4,bahçe katı,4,doğalgaz,2,yok,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
470000,trabzon,ortahisar,daire,220,200,5,28,8,8,doğalgaz,2,var,hayır,boş,hayır,hayır,emlak ofisinden,evet,1,0.4
285000,trabzon,maçka,daire,140,130,2,4,10,10,merkezi,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.5
640000,trabzon,ortahisar,daire,190,140,3,13,4,8,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
645000,trabzon,ortahisar,daire,186,150,3,0,7,11,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
125000,trabzon,akçaabat,daire,100,90,2,28,2,8,soba,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
550000,trabzon,yomra,daire,185,155,3,0,9,12,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
400000,trabzon,yomra,daire,210,190,4,4,2,9,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.5
265000,trabzon,ortahisar,daire,90,70,2,0,zemin kat,5,doğalgaz,1,yok,hayır,boş,hayır,hayır,inşaat firmasından,hayır,1,0.5
320000,trabzon,ortahisar,daire,100,80,2,0,4,5,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,1.0
460000,trabzon,sürmene,daire,165,130,3,0,9,11,doğalgaz,2,var,hayır,boş,evet,evet,sahibinden,evet,1,0.6666666666666666
520000,trabzon,yomra,daire,180,160,3,7,12,12,merkezi,2,var,evet,boş,evet,evet,sahibinden,hayır,1,0.6666666666666666
620000,trabzon,ortahisar,daire,160,140,3,2,1,8,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
225000,trabzon,şalpazarı,daire,130,125,3,0,1,7,merkezi,2,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.6666666666666666
550000,trabzon,vakfıkebir,daire,186,183,3,7,4,14,merkezi,2,var,evet,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.6666666666666666
165000,trabzon,yomra,daire,85,75,2,7,7,9,merkezi,1,yok,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
245000,trabzon,akçaabat,daire,130,120,3,7,7,9,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
675000,trabzon,sürmene,daire,220,210,4,0,6,8,doğalgaz,2,var,hayır,boş,hayır,evet,inşaat firmasından,hayır,1,0.5
400000,trabzon,yomra,daire,210,190,4,4,2,10,merkezi,2,var,hayır,boş,hayır,evet,sahibinden,evet,1,0.5
250000,trabzon,yomra,daire,155,110,2,4,9,9,merkezi,1,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,1,0.5
185000,trabzon,akçaabat,daire,90,80,2,7,7,10,merkezi,1,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.5
465000,trabzon,ortahisar,daire,185,175,3,0,2,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
220000,trabzon,ortahisar,daire,55,55,2,7,1,4,doğalgaz,1,yok,evet,boş,hayır,evet,sahibinden,hayır,1,0.5
395000,trabzon,ortahisar,daire,150,140,3,7,1,10,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
210000,trabzon,ortahisar,daire,110,95,2,18,2,4,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
425000,trabzon,yomra,daire,165,150,3,7,4,10,yerden isıtma,2,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.6666666666666666
160000,trabzon,akçaabat,daire,125,115,2,13,4,5,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
250000,trabzon,ortahisar,daire,65,55,1,0,1,7,doğalgaz,1,var,hayır,boş,hayır,hayır,emlak ofisinden,evet,1,1.0
509000,trabzon,beşikdüzü,daire,140,130,3,0,4,12,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
220000,trabzon,beşikdüzü,daire,96,96,2,18,3,5,soba,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
98000,trabzon,ortahisar,daire,130,120,2,18,kot 1,5,soba,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
360000,trabzon,ortahisar,daire,140,130,2,13,1,7,merkezi,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
235000,trabzon,ortahisar,daire,130,110,2,18,1,5,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
330000,trabzon,yomra,daire,175,165,3,0,7,11,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
375000,trabzon,yomra,daire,165,135,3,0,5,11,doğalgaz,2,var,hayır,boş,hayır,hayır,sahibinden,hayır,1,0.6666666666666666
219000,trabzon,ortahisar,daire,110,95,2,1,1,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
460000,trabzon,yomra,daire,170,165,3,3,5,9,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
365000,trabzon,ortahisar,daire,150,150,3,7,1,15,doğalgaz,1,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.3333333333333333
950000,trabzon,ortahisar,daire,195,175,4,0,4,12,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
167500,trabzon,ortahisar,daire,85,80,2,18,giriş katı,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
545000,trabzon,akçaabat,daire,180,175,4,0,1,10,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
340000,trabzon,ortahisar,daire,150,140,3,13,10,13,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
385000,trabzon,ortahisar,daire,160,150,3,0,4,7,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
560000,trabzon,ortahisar,daire,170,145,3,0,9,11,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
310000,trabzon,sürmene,daire,150,135,3,1,5,7,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
550000,trabzon,akçaabat,daire,165,165,3,3,6,14,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
320000,trabzon,yomra,daire,75,70,2,7,4,11,merkezi,1,var,evet,boş,hayır,evet,sahibinden,hayır,1,0.5
555000,trabzon,ortahisar,daire,185,170,4,0,2,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
245000,trabzon,yomra,daire,120,110,2,0,3,7,merkezi,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
180000,trabzon,ortahisar,daire,100,100,3,23,2,3,soba,1,var,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,0.3333333333333333
455000,trabzon,ortahisar,daire,155,135,3,7,6,6,doğalgaz,2,var,evet,boş,hayır,hayır,emlak ofisinden,hayır,1,0.6666666666666666
335000,trabzon,beşikdüzü,daire,138,110,3,0,zemin kat,7,merkezi,2,var,hayır,boş,evet,evet,sahibinden,hayır,1,0.6666666666666666
459000,trabzon,ortahisar,daire,191,170,3,7,3,11,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
375000,trabzon,ortahisar,daire,150,140,3,13,5,11,doğalgaz,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
215000,trabzon,ortahisar,daire,125,100,3,0,kot 2,5,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
345000,trabzon,yomra,daire,120,110,2,0,7,7,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
605000,trabzon,ortahisar,daire,185,165,4,7,1,6,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
410000,trabzon,yomra,daire,155,145,3,0,8,10,merkezi,2,var,hayır,boş,evet,evet,inşaat firmasından,evet,1,0.6666666666666666
250000,trabzon,ortahisar,daire,110,100,2,18,2,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
695000,trabzon,akçaabat,daire,190,170,3,4,8,16,merkezi,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
205000,trabzon,akçaabat,daire,90,90,2,0,bahçe katı,4,doğalgaz,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
250000,trabzon,ortahisar,daire,120,100,2,7,3,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
585000,trabzon,ortahisar,daire,165,160,3,0,8,8,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
445000,trabzon,ortahisar,daire,165,149,3,2,5,7,klima,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
585000,trabzon,ortahisar,daire,175,160,4,2,7,10,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.5
370000,trabzon,ortahisar,daire,145,135,3,13,10,10,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
460000,trabzon,yomra,daire,170,165,3,3,5,9,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
280000,trabzon,ortahisar,daire,135,125,3,13,1,9,doğalgaz,2,var,hayır,boş,hayır,evet,sahibinden,hayır,1,0.6666666666666666
480000,trabzon,ortahisar,daire,150,140,3,0,1,4,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.6666666666666666
220000,trabzon,ortahisar,daire,110,95,2,23,2,7,doğalgaz,1,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.5
235000,trabzon,araklı,daire,110,110,2,0,3,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
460000,trabzon,akçaabat,daire,180,170,4,0,1,4,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
470000,trabzon,akçaabat,daire,162,150,3,0,9,9,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
225000,trabzon,ortahisar,daire,110,100,3,31,2,4,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
395000,trabzon,yomra,daire,165,155,3,3,9,15,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
350000,trabzon,arsin,daire,140,140,3,0,5,7,merkezi,2,var,hayır,boş,evet,evet,inşaat firmasından,evet,1,0.6666666666666666
245000,trabzon,çaykara,daire,85,75,2,4,4,5,merkezi,1,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.5
340000,trabzon,akçaabat,daire,145,145,3,4,2,6,merkezi,1,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.3333333333333333
202000,trabzon,ortahisar,daire,165,140,3,13,kot 2,5,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
690000,trabzon,ortahisar,daire,172,160,3,3,8,14,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
710000,trabzon,ortahisar,daire,175,175,3,3,6,9,doğalgaz,2,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.6666666666666666
490000,trabzon,ortahisar,daire,165,155,3,0,8,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
560000,trabzon,yomra,daire,210,190,4,3,3,12,merkezi,2,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
399000,trabzon,yomra,daire,160,150,3,7,6,10,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
250000,trabzon,ortahisar,daire,110,100,3,7,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
850000,trabzon,ortahisar,daire,205,170,4,2,2,10,isı pompası,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
