fiyat,il,ilce,ilan_tarihi,emlak_tipi,m²_(brüt),m²_(net),oda_sayısı,bina_yaşı,bulunduğu_kat,kat_sayısı,isıtma,banyo_sayısı,balkon,eşyalı,kullanım_durumu,site_içerisinde,aidat_(tl),krediye_uygun,kimden,görüntülü_arama_ile_gezilebilir,takas
365000,van , ipekyolu ,  18 ocak 2021,   daire ,  185,  175,  3+1,  5-10 arası,  1,  7,  doğalgaz (kombi),  2,  var,  belirtilmemiş,  boş,  hayır,  belirtilmemiş,  belirtilmemiş,  emlak ofisinden,  evet,  evet 
340000,van , ipekyolu ,  17 ocak 2021,   daire ,  210,  210,  4+1,  11-15 arası,  3,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  belirtilmemiş,  yıldız kent sitesi,  evet,  sahibinden,  evet,  evet 
285000,van , ipekyolu ,  19 ocak 2021,   daire ,  120,  110,  2+1,  0,  3,  6,  doğalgaz (kombi),  1,  yok,  belirtilmemiş,  boş,  hayır,  belirtilmemiş,  belirtilmemiş,  emlak ofisinden,  evet,  evet 
440000,van , ipekyolu ,  17 ocak 2021,   daire ,  180,  150,  3+1,  4,  2,  7,  doğalgaz (kombi),  1,  var,  hayır,  boş,  120,  alpin evleri,  evet,  emlak ofisinden,  hayır,  evet 
415000,van , ipekyolu ,  19 ocak 2021,   daire ,  375,  375,  5+1,  5-10 arası,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  evet 
335000,van , ipekyolu ,  18 ocak 2021,   daire ,  165,  150,  3+1,  2,  7,  7,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
400000,van , ipekyolu ,  20 ocak 2021,   daire ,  155,  130,  3+1,  0,  2,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  inşaat firmasından,  hayır,  evet 
158000,van , ipekyolu ,  17 ocak 2021,   daire ,  110,  100,  2+1,  5-10 arası,  1,  4,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
850000,van , ipekyolu ,  22 ocak 2021,   daire ,  270,  250,  5+1,  0,  6,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
340000,van , ipekyolu ,  18 ocak 2021,   daire ,  160,  150,  3+1,  5-10 arası,  2,  7,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
615000,van , ipekyolu ,  16 ocak 2021,   daire ,  180,  170,  3+1,  0,  6,  7,  doğalgaz (kombi),  2,  var,  belirtilmemiş,  boş,  evet,  belirtilmemiş,  evet,  sahibinden,  hayır,  evet 
470000,van , ipekyolu ,  18 ocak 2021,   daire ,  175,  155,  3+1,  0,  3,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
225000,van , ipekyolu ,  20 ocak 2021,   daire ,  100,  80,  2+1,  0,  yüksek giriş,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  inşaat firmasından,  evet,  evet 
270000,van , ipekyolu ,  16 ocak 2021,   daire ,  120,  100,  2+1,  1,  kot 2,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  evet,  hayır 
495000,van , ipekyolu ,  18 ocak 2021,   daire ,  330,  280,  5+1,  5-10 arası,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  120,  evet,  emlak ofisinden,  hayır,  hayır 
560000,van , ipekyolu ,  16 ocak 2021,   daire ,  181,  170,  3+1,  0,  5,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
550000,van , ipekyolu ,  18 ocak 2021,   daire ,  275,  240,  5+1,  2,  6,  6,  doğalgaz (kombi),  3,  var,  hayır,  mülk sahibi,  hayır,  80,  evet,  emlak ofisinden,  hayır,  evet 
430000,van , ipekyolu ,  21 ocak 2021,   daire ,  240,  220,  4+1,  16-20 arası,  5,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  140,  evet,  emlak ofisinden,  hayır,  hayır 
610000,van , ipekyolu ,  18 ocak 2021,   daire ,  240,  220,  4+1,  3,  5,  7,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
425000,van , ipekyolu ,  16 ocak 2021,   daire ,  170,  160,  3+1,  5-10 arası,  6,  7,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
598000,van , ipekyolu ,  15 ocak 2021,   daire ,  210,  180,  4+1,  0,  1,  7,  doğalgaz (kombi),  2,  var,  belirtilmemiş,  boş,  hayır,  100,  evet,  emlak ofisinden,  hayır,  hayır 
280000,van , tuşba ,  15 ocak 2021,   daire ,  120,  100,  2+1,  4,  12,  14,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  250,  belirtilmemiş,  emlak ofisinden,  hayır,  hayır 
122000,van , ipekyolu ,  15 ocak 2021,   daire ,  110,  95,  2+1,  11-15 arası,  5,  7,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  60,  hayır,  emlak ofisinden,  hayır,  evet 
212000,van , ipekyolu ,  15 ocak 2021,   daire ,  110,  90,  2+1,  3,  3,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
140000,van , ipekyolu ,  21 ocak 2021,   daire ,  63,  50,  1+1,  1,  2,  2,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
1000000,van , ipekyolu ,  15 ocak 2021,   daire ,  380,  350,  4+1,  5-10 arası,  6,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  130,  evet,  emlak ofisinden,  evet,  evet 
675000,van , ipekyolu ,  15 ocak 2021,   daire ,  450,  400,  5+1,  11-15 arası,  yüksek giriş,  2,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  0,  evet,  sahibinden,  hayır,  evet 
425000,van , ipekyolu ,  14 ocak 2021,   daire ,  180,  160,  3+1,  0,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
375000,van , ipekyolu ,  14 ocak 2021,   daire ,  200,  180,  3+1,  5-10 arası,  1,  7,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  100,  evet,  emlak ofisinden,  evet,  hayır 
245000,van , ipekyolu ,  14 ocak 2021,   daire ,  120,  115,  2+1,  0,  5,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
fiyat,il,ilce,ilan_tarihi,emlak_tipi,m²_(brüt),m²_(net),oda_sayısı,bina_yaşı,bulunduğu_kat,kat_sayısı,isıtma,banyo_sayısı,balkon,eşyalı,kullanım_durumu,site_içerisinde,aidat_(tl),krediye_uygun,kimden,görüntülü_arama_ile_gezilebilir,takas
645000,van , edremit ,  16 ocak 2021,   daire ,  430,  430,  7+1,  0,  2,  4,  merkezi (pay ölçer),  4,  var,  hayır,  boş,  evet,  0,  evet,  inşaat firmasından,  hayır,  evet 
150000,van , ipekyolu ,  14 ocak 2021,   daire ,  120,  110,  2+1,  5-10 arası,  2,  4,  doğalgaz (kombi),  1,  yok,  evet,  boş,  hayır,  95,  evet,  emlak ofisinden,  evet,  hayır 
300000,van , ipekyolu ,  14 ocak 2021,   daire ,  105,  90,  2+1,  0,  6,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  sahibinden,  evet,  evet 
256000,van , ipekyolu ,  14 ocak 2021,   daire ,  100,  90,  3+1,  0,  6,  7,  doğalgaz (kombi),  2,  yok,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  evet,  evet 
595000,van , ipekyolu ,  15 ocak 2021,   daire ,  240,  200,  4+1,  5-10 arası,  1,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  120,  evet,  emlak ofisinden,  evet,  evet 
849000,van , ipekyolu ,  15 ocak 2021,   daire ,  340,  280,  5+1,  0,  8,  8,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  inşaat firmasından,  hayır,  hayır 
185000,van , ipekyolu ,  14 ocak 2021,   daire ,  85,  80,  2+1,  4,  3,  6,  doğalgaz (kombi),  1,  yok,  hayır,  kiracılı,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
420000,van , ipekyolu ,  14 ocak 2021,   daire ,  230,  220,  4+1,  5-10 arası,  5,  7,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  0,  belirtilmemiş,  emlak ofisinden,  hayır,  evet 
350000,van , ipekyolu ,  14 ocak 2021,   daire ,  170,  145,  3+1,  4,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  130,  evet,  emlak ofisinden,  hayır,  hayır 
64000,van , ipekyolu ,  14 ocak 2021,   daire ,  55,  50,  1+1,  5-10 arası,  2,  4,  merkezi (pay ölçer),  1,  yok,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
269000,van , ipekyolu ,  13 ocak 2021,   daire ,  100,  90,  2+1,  0,  kot 4,  6,  doğalgaz (kombi),  1,  var,  belirtilmemiş,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  evet 
298000,van , ipekyolu ,  17 ocak 2021,   daire ,  100,  100,  2+1,  0,  5,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
395000,van , ipekyolu ,  15 ocak 2021,   daire ,  210,  190,  4+1,  5-10 arası,  5,  6,  doğalgaz (kombi),  2,  var,  belirtilmemiş,  mülk sahibi,  hayır,  120,  evet,  emlak ofisinden,  hayır,  hayır 
270000,van , ipekyolu ,  13 ocak 2021,   daire ,  90,  90,  2+1,  0,  2,  6,  doğalgaz (kombi),  1,  yok,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
250000,van , ipekyolu ,  13 ocak 2021,   daire ,  105,  105,  2+1,  1,  1,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  85,  evet,  emlak ofisinden,  hayır,  hayır 
365000,van , ipekyolu ,  14 ocak 2021,   daire ,  175,  160,  3+1,  5-10 arası,  1,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
300000,van , ipekyolu ,  14 ocak 2021,   daire ,  105,  90,  2+1,  0,  5,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
485000,van , ipekyolu ,  13 ocak 2021,   daire ,  220,  200,  4+1,  0,  2,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
280000,van , erciş ,  12 ocak 2021,   daire ,  120,  100,  2+1,  0,  1,  5,  merkezi,  1,  var,  hayır,  boş,  evet,  0,  evet,  emlak ofisinden,  hayır,  hayır 
495000,van , ipekyolu ,  12 ocak 2021,   daire ,  175,  130,  3+1,  0,  2,  8,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  inşaat firmasından,  hayır,  evet 
525000,van , ipekyolu ,  12 ocak 2021,   daire ,  208,  180,  3+1,  5-10 arası,  2,  6,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
175000,van , ipekyolu ,  12 ocak 2021,   daire ,  90,  80,  2+1,  2,  kot 4,  4,  doğalgaz (kombi),  1,  yok,  hayır,  kiracılı,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
295000,van , ipekyolu ,  13 ocak 2021,   daire ,  116,  105,  2+1,  0,  5,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  75,  evet,  emlak ofisinden,  hayır,  hayır 
650000,van , ipekyolu ,  12 ocak 2021,   daire ,  250,  250,  5+1,  0,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
190000,van , ipekyolu ,  12 ocak 2021,   daire ,  120,  110,  2+1,  1,  giriş katı,  5,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  70,  evet,  emlak ofisinden,  evet,  evet 
260000,van , tuşba ,  12 ocak 2021,   daire ,  160,  130,  3+1,  5-10 arası,  2,  7,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  100,  akşehir sitesi,  evet,  emlak ofisinden,  evet,  hayır 
280000,van , ipekyolu ,  12 ocak 2021,   daire ,  116,  100,  2+1,  0,  3,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
330000,van , ipekyolu ,  12 ocak 2021,   daire ,  138,  120,  3+1,  0,  kot 2,  5,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
117000,van , ipekyolu ,  11 ocak 2021,   daire ,  75,  65,  1+1,  5-10 arası,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
185000,van , ipekyolu ,  11 ocak 2021,   daire ,  85,  75,  2+1,  1,  3,  5,  doğalgaz (kombi),  1,  yok,  hayır,  kiracılı,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
420000,van , ipekyolu ,  12 ocak 2021,   daire ,  160,  130,  2+1,  1,  4,  7,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  evet,  hayır 
530000,van , ipekyolu ,  11 ocak 2021,   daire ,  180,  165,  3+1,  0,  5,  6,  doğalgaz (kombi),  2,  var,  belirtilmemiş,  boş,  hayır,  150,  belirtilmemiş,  sahibinden,  hayır,  hayır 
210000,van , ipekyolu ,  11 ocak 2021,   daire ,  115,  100,  2+1,  4,  6,  7,  doğalgaz (kombi),  1,  yok,  evet,  boş,  hayır,  60,  evet,  emlak ofisinden,  hayır,  evet 
205000,van , tuşba ,  11 ocak 2021,   daire ,  110,  100,  3+1,  5-10 arası,  2,  4,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  0,  toki kalecik konutları 1 etap,  hayır,  emlak ofisinden,  hayır,  hayır 
160000,van , ipekyolu ,  11 ocak 2021,   daire ,  70,  65,  1+1,  0,  kot 2,  7,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  0,  evet,  emlak ofisinden,  hayır,  evet 
435000,van , erciş ,  11 ocak 2021,   daire ,  250,  240,  4+1,  0,  6,  6,  merkezi,  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
725000,van , ipekyolu ,  11 ocak 2021,   daire ,  210,  170,  4+1,  0,  5,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
fiyat,il,ilce,ilan_tarihi,emlak_tipi,m²_(brüt),m²_(net),oda_sayısı,bina_yaşı,bulunduğu_kat,kat_sayısı,isıtma,banyo_sayısı,balkon,eşyalı,kullanım_durumu,site_içerisinde,aidat_(tl),krediye_uygun,kimden,görüntülü_arama_ile_gezilebilir,takas
600000,van , ipekyolu ,  12 ocak 2021,   daire ,  165,  135,  3+1,  0,  4,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  inşaat firmasından,  hayır,  evet 
250000,van , ipekyolu ,  11 ocak 2021,   daire ,  105,  90,  2+1,  0,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  evet 
275000,van , ipekyolu ,  12 ocak 2021,   daire ,  110,  90,  2+1,  0,  5,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
156000,van , edremit ,  10 ocak 2021,   daire ,  82,  80,  2+1,  5-10 arası,  3,  4,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  evet 
405000,van , ipekyolu ,  10 ocak 2021,   daire ,  186,  170,  3+1,  5-10 arası,  giriş katı,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  200,  nurettin yeke evleri,  evet,  sahibinden,  hayır,  evet 
285000,van , ipekyolu ,  11 ocak 2021,   daire ,  100,  88,  2+1,  0,  4,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
130000,van , ipekyolu ,  11 ocak 2021,   daire ,  115,  100,  2+1,  5-10 arası,  4,  7,  doğalgaz (kombi),  1,  yok,  evet,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
295000,van , ipekyolu ,  10 ocak 2021,   daire ,  115,  115,  2+1,  2,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
250000,van , ipekyolu ,  12 ocak 2021,   daire ,  125,  115,  2+1,  2,  3,  7,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  belirtilmemiş,  emlak ofisinden,  evet,  evet 
340000,van , ipekyolu ,  10 ocak 2021,   daire ,  185,  185,  3+1,  11-15 arası,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
545000,van , ipekyolu ,  09 ocak 2021,   daire ,  170,  150,  3+1,  0,  2,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  100,  evet,  emlak ofisinden,  hayır,  evet 
750000,van , ipekyolu ,  12 ocak 2021,   daire ,  195,  165,  4+1,  0,  7,  9,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  inşaat firmasından,  hayır,  evet 
935000,van , ipekyolu ,  12 ocak 2021,   daire ,  450,  400,  6+2,  1,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  120,  evet,  emlak ofisinden,  hayır,  hayır 
160000,van , ipekyolu ,  09 ocak 2021,   daire ,  75,  70,  2+1,  3,  6,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  70,  evet,  sahibinden,  hayır,  evet 
420000,van , tuşba ,  10 ocak 2021,   daire ,  171,  171,  4+1,  4,  9,  14,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
410000,van , ipekyolu ,  10 ocak 2021,   daire ,  150,  150,  3+1,  2,  3,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
438000,van , ipekyolu ,  09 ocak 2021,   daire ,  170,  160,  3+1,  2,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
445000,van , erciş ,  08 ocak 2021,   daire ,  342,  295,  5+1,  1,  5,  5,  kat kaloriferi,  2,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
390000,van , ipekyolu ,  14 ocak 2021,   daire ,  200,  200,  4+1,  5-10 arası,  5,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
600000,van , ipekyolu ,  08 ocak 2021,   daire ,  210,  185,  3+1,  4,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  100,  evet,  emlak ofisinden,  hayır,  hayır 
475000,van , ipekyolu ,  09 ocak 2021,   daire ,  185,  165,  3+1,  0,  3,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  evet,  evet 
880000,van , ipekyolu ,  08 ocak 2021,   daire ,  220,  190,  3+1,  0,  7,  8,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  100,  evet,  emlak ofisinden,  hayır,  evet 
450000,van , ipekyolu ,  08 ocak 2021,   daire ,  175,  165,  3+1,  1,  1,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
350000,van , ipekyolu ,  08 ocak 2021,   daire ,  165,  160,  3+1,  5-10 arası,  7,  7,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
630000,van , ipekyolu ,  08 ocak 2021,   daire ,  220,  200,  3+1,  5-10 arası,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
450000,van , ipekyolu ,  08 ocak 2021,   daire ,  178,  165,  3+1,  2,  kot 2,  5,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  100,  evet,  sahibinden,  hayır,  hayır 
265000,van , ipekyolu ,  10 ocak 2021,   daire ,  100,  100,  2+1,  0,  1,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
430000,van , ipekyolu ,  11 ocak 2021,   daire ,  170,  155,  3+1,  0,  3,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
590000,van , ipekyolu ,  11 ocak 2021,   daire ,  185,  175,  3+1,  3,  30 ve üzeri,  30 ve üzeri,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  85,  evet,  emlak ofisinden,  hayır,  hayır 
580000,van , ipekyolu ,  07 ocak 2021,   daire ,  150,  140,  3+1,  4,  2,  7,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
410000,van , ipekyolu ,  07 ocak 2021,   daire ,  175,  165,  3+1,  0,  giriş katı,  7,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  100,  hayır,  sahibinden,  hayır,  hayır 
560000,van , ipekyolu ,  07 ocak 2021,   daire ,  215,  150,  3+1,  2,  2,  7,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  evet,  150,  evet,  sahibinden,  hayır,  hayır 
614000,van , ipekyolu ,  07 ocak 2021,   daire ,  185,  165,  3+1,  0,  2,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  90,  evet,  sahibinden,  evet,  hayır 
470000,van , ipekyolu ,  07 ocak 2021,   daire ,  215,  200,  4+1,  5-10 arası,  4,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
345000,van , ipekyolu ,  13 ocak 2021,   daire ,  170,  150,  3+1,  5-10 arası,  4,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
250000,van , ipekyolu ,  09 ocak 2021,   daire ,  80,  60,  2+1,  0,  kot 4,  7,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  evet 
239000,van , ipekyolu ,  10 ocak 2021,   daire ,  90,  90,  2+1,  0,  3,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
310000,van , ipekyolu ,  07 ocak 2021,   daire ,  165,  165,  3+1,  5-10 arası,  2,  7,  doğalgaz (kombi),  1,  var,  belirtilmemiş,  kiracılı,  hayır,  60,  evet,  sahibinden,  hayır,  evet 
1250000,van , ipekyolu ,  07 ocak 2021,   daire ,  250,  230,  4+1,  0,  7,  9,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  inşaat firmasından,  hayır,  hayır 
580000,van , ipekyolu ,  06 ocak 2021,   daire ,  160,  145,  3+1,  3,  1,  5,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  100,  evet,  emlak ofisinden,  evet,  hayır 
345000,van , ipekyolu ,  06 ocak 2021,   daire ,  240,  200,  4+1,  11-15 arası,  3,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
275000,van , ipekyolu ,  13 ocak 2021,   daire ,  150,  135,  3+1,  2,  1,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  100,  belirtilmemiş,  emlak ofisinden,  hayır,  hayır 
695000,van , ipekyolu ,  06 ocak 2021,   daire ,  220,  185,  4+1,  0,  4,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
455000,van , ipekyolu ,  06 ocak 2021,   daire ,  280,  280,  4+1,  5-10 arası,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  100,  evet,  emlak ofisinden,  hayır,  evet 
550000,van , ipekyolu ,  06 ocak 2021,   daire ,  180,  160,  3+1,  0,  4,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  150,  evet,  emlak ofisinden,  hayır,  hayır 
380000,van , ipekyolu ,  06 ocak 2021,   daire ,  240,  225,  4+1,  5-10 arası,  2,  7,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  75,  evet,  emlak ofisinden,  hayır,  evet 
190000,van , ipekyolu ,  08 ocak 2021,   daire ,  90,  80,  2+1,  2,  3,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  100,  evet,  emlak ofisinden,  hayır,  hayır 
360000,van , ipekyolu ,  05 ocak 2021,   daire ,  165,  155,  3+1,  1,  kot 3,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  120,  evet,  emlak ofisinden,  hayır,  hayır 
420000,van , ipekyolu ,  07 ocak 2021,   daire ,  200,  180,  4+1,  5-10 arası,  9,  15,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
fiyat,il,ilce,ilan_tarihi,emlak_tipi,m²_(brüt),m²_(net),oda_sayısı,bina_yaşı,bulunduğu_kat,kat_sayısı,isıtma,banyo_sayısı,balkon,eşyalı,kullanım_durumu,site_içerisinde,aidat_(tl),krediye_uygun,kimden,görüntülü_arama_ile_gezilebilir,takas
