fiyat,il,ilce,ilan_tarihi,emlak_tipi,m²_(brüt),m²_(net),oda_sayısı,bina_yaşı,bulunduğu_kat,kat_sayısı,isıtma,banyo_sayısı,balkon,eşyalı,kullanım_durumu,site_içerisinde,aidat_(tl),krediye_uygun,kimden,görüntülü_arama_ile_gezilebilir,takas
285000,van , ipekyolu ,  05 ocak 2021,   daire ,  125,  97,  2+1,  0,  kot 2,  2,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  evet 
775000,van , ipekyolu ,  06 ocak 2021,   daire ,  200,  200,  4+1,  0,  1,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
130000,van , ipekyolu ,  05 ocak 2021,   daire ,  50,  40,  1+1,  2,  6,  6,  doğalgaz (kombi),  1,  var,  evet,  kiracılı,  hayır,  80,  evet,  sahibinden,  hayır,  hayır 
265000,van , ipekyolu ,  08 ocak 2021,   daire ,  116,  95,  2+1,  3,  6,  6,  doğalgaz (kombi),  1,  var,  evet,  kiracılı,  hayır,  belirtilmemiş,  belirtilmemiş,  emlak ofisinden,  evet,  evet 
188000,van , ipekyolu ,  06 ocak 2021,   daire ,  125,  115,  2+1,  5-10 arası,  5,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
430000,van , ipekyolu ,  07 ocak 2021,   daire ,  175,  165,  3+1,  3,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
270000,van , ipekyolu ,  06 ocak 2021,   daire ,  125,  110,  2+1,  3,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
140000,van , ipekyolu ,  07 ocak 2021,   residence ,  55,  50,  1+1,  0,  2,  7,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  inşaat firmasından,  hayır,  hayır 
140000,van , ipekyolu ,  07 ocak 2021,   daire ,  55,  50,  1+1,  0,  2,  7,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  50,  evet,  inşaat firmasından,  hayır,  hayır 
330000,van , ipekyolu ,  04 ocak 2021,   daire ,  180,  165,  3+1,  5-10 arası,  kot 2,  7,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  100,  evet,  sahibinden,  hayır,  hayır 
380000,van , ipekyolu ,  04 ocak 2021,   daire ,  195,  170,  3+1,  5-10 arası,  4,  7,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  100,  akbaş kent sitesi,  evet,  sahibinden,  hayır,  hayır 
615000,van , ipekyolu ,  07 ocak 2021,   daire ,  220,  200,  4+1,  2,  5,  7,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
350000,van , erciş ,  05 ocak 2021,   daire ,  155,  126,  3+1,  0,  3,  5,  merkezi,  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
330000,van , ipekyolu ,  04 ocak 2021,   daire ,  200,  185,  4+1,  5-10 arası,  giriş katı,  7,  doğalgaz (kombi),  2,  var,  belirtilmemiş,  mülk sahibi,  evet,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
270000,van , ipekyolu ,  04 ocak 2021,   daire ,  105,  85,  2+1,  0,  4,  7,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
350000,van , edremit ,  04 ocak 2021,   daire ,  185,  170,  3+1,  5-10 arası,  5,  6,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  100,  beyaz kent sitesi,  evet,  sahibinden,  evet,  hayır 
255000,van , ipekyolu ,  04 ocak 2021,   daire ,  125,  125,  2+1,  5-10 arası,  2,  5,  doğalgaz (kombi),  1,  yok,  evet,  mülk sahibi,  hayır,  100,  evet,  inşaat firmasından,  evet,  evet 
559000,van , ipekyolu ,  05 ocak 2021,   daire ,  200,  190,  3+1,  5-10 arası,  4,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  100,  yeni bahar sitesi,  evet,  emlak ofisinden,  evet,  evet 
390000,van , ipekyolu ,  05 ocak 2021,   daire ,  220,  200,  4+1,  5-10 arası,  1,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  0,  evet,  emlak ofisinden,  hayır,  hayır 
450000,van , ipekyolu ,  04 ocak 2021,   daire ,  170,  150,  3+1,  1,  yüksek giriş,  6,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  evet,  120,  evet,  emlak ofisinden,  hayır,  evet 
117000,van , ipekyolu ,  08 ocak 2021,   daire ,  65,  45,  1+1,  3,  2,  6,  doğalgaz (kombi),  1,  yok,  evet,  kiracılı,  hayır,  100,  hayır,  emlak ofisinden,  hayır,  hayır 
720000,van , ipekyolu ,  06 ocak 2021,   daire ,  225,  215,  4+1,  5-10 arası,  kot 4,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  0,  evet,  emlak ofisinden,  evet,  evet 
485000,van , ipekyolu ,  03 ocak 2021,   daire ,  210,  180,  4+1,  1,  1,  4,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  150,  evet,  emlak ofisinden,  evet,  hayır 
260000,van , tuşba ,  03 ocak 2021,   daire ,  220,  200,  4+1,  5-10 arası,  bodrum kat,  7,  doğalgaz (kombi),  2,  yok,  hayır,  mülk sahibi,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
695000,van , ipekyolu ,  03 ocak 2021,   daire ,  250,  230,  4+1,  0,  zemin kat,  8,  doğalgaz (kombi),  2,  var,  belirtilmemiş,  boş,  evet,  0,  evet,  emlak ofisinden,  hayır,  hayır 
415000,van , ipekyolu ,  03 ocak 2021,   daire ,  165,  155,  3+1,  0,  3,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
410000,van , edremit ,  03 ocak 2021,   daire ,  185,  180,  3+1,  4,  4,  8,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  100,  evet,  sahibinden,  evet,  evet 
320000,van , ipekyolu ,  03 ocak 2021,   daire ,  200,  180,  3+1,  16-20 arası,  6,  6,  doğalgaz (kombi),  2,  var,  belirtilmemiş,  boş,  150,  doğan kent sitesi,  evet,  inşaat firmasından,  hayır,  evet 
620000,van , ipekyolu ,  03 ocak 2021,   daire ,  180,  155,  3+1,  0,  5,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  250,  karin park sevgi evleri,  evet,  sahibinden,  hayır,  hayır 
335000,van , ipekyolu ,  04 ocak 2021,   daire ,  142,  120,  3+1,  0,  2,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  0,  evet,  emlak ofisinden,  evet,  evet 
570000,van , ipekyolu ,  02 ocak 2021,   daire ,  180,  170,  3+1,  0,  2,  6,  doğalgaz (kombi),  1,  var,  belirtilmemiş,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
336000,van , erciş ,  02 ocak 2021,   daire ,  220,  200,  3+1,  5-10 arası,  kot 3,  6,  merkezi,  2,  var,  belirtilmemiş,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
439001,van , ipekyolu ,  03 ocak 2021,   daire ,  160,  150,  3+1,  0,  4,  4,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
230000,van , ipekyolu ,  02 ocak 2021,   residence ,  95,  85,  2+1,  3,  3,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
390000,van , erciş ,  02 ocak 2021,   daire ,  145,  135,  3+1,  0,  5,  5,  kat kaloriferi,  2,  var,  hayır,  boş,  evet,  80,  evet,  sahibinden,  evet,  hayır 
125000,van , edremit ,  02 ocak 2021,   daire ,  90,  80,  2+1,  5-10 arası,  4,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  belirtilmemiş,  toki edremit konutları,  evet,  emlak ofisinden,  hayır,  hayır 
290000,van , ipekyolu ,  04 ocak 2021,   daire ,  107,  80,  2+1,  3,  1,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
199890,van , ipekyolu ,  04 ocak 2021,   daire ,  85,  75,  2+1,  0,  giriş katı,  7,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  evet,  90,  evet,  inşaat firmasından,  evet,  evet 
440000,van , ipekyolu ,  11 ocak 2021,   daire ,  160,  160,  3+1,  0,  2,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
350000,van , ipekyolu ,  02 ocak 2021,   daire ,  210,  210,  4+1,  5-10 arası,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
420000,van , ipekyolu ,  02 ocak 2021,   daire ,  215,  196,  3+1,  11-15 arası,  5,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  130,  evet,  sahibinden,  hayır,  evet 
575000,van , ipekyolu ,  01 ocak 2021,   daire ,  185,  180,  3+1,  2,  2,  6,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  0,  evet,  emlak ofisinden,  hayır,  evet 
1100000,van , ipekyolu ,  03 ocak 2021,   daire ,  240,  200,  4+1,  5-10 arası,  9,  11,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  belirtilmemiş,  emlak ofisinden,  evet,  hayır 
400000,van , ipekyolu ,  03 ocak 2021,   daire ,  275,  267,  4+1,  11-15 arası,  1,  7,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
550000,van , tuşba ,  01 ocak 2021,   yazlık ,  500,  500,  2+1,  5-10 arası,  müstakil,  1,  soba,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  sahibinden,  evet,  hayır 
175000,van , ipekyolu ,  01 ocak 2021,   daire ,  80,  65,  2+1,  1,  kot 4,  8,  doğalgaz (kombi),  1,  var,  evet,  kiracılı,  hayır,  60,  evet,  emlak ofisinden,  hayır,  evet 
665000,van , ipekyolu ,  01 ocak 2021,   daire ,  300,  275,  4+1,  5-10 arası,  2,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
280000,van , ipekyolu ,  02 ocak 2021,   daire ,  115,  105,  2+1,  3,  6,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  100,  evet,  emlak ofisinden,  evet,  evet 
100000,van , ipekyolu ,  03 ocak 2021,   daire ,  75,  65,  1+1,  5-10 arası,  2,  7,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
950000,van , ipekyolu ,  02 ocak 2021,   daire ,  250,  235,  3+1,  5-10 arası,  1,  6,  doğalgaz (kombi),  2,  var,  evet,  mülk sahibi,  hayır,  110,  evet,  emlak ofisinden,  evet,  evet 
290000,van , ipekyolu ,  03 ocak 2021,   daire ,  108,  97,  2+1,  0,  2,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
295000,van , ipekyolu ,  05 ocak 2021,   daire ,  115,  100,  2+1,  1,  4,  5,  doğalgaz (kombi),  1,  var,  belirtilmemiş,  kiracılı,  hayır,  100,  evet,  emlak ofisinden,  evet,  hayır 
210000,van , ipekyolu ,  31 aralık 2020,   daire ,  85,  70,  2+1,  0,  2,  6,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  belirtilmemiş,  belirtilmemiş,  sahibinden,  evet,  evet 
215000,van , ipekyolu ,  31 aralık 2020,   daire ,  90,  85,  2+1,  3,  5,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  50,  evet,  sahibinden,  evet,  evet 
320000,van , ipekyolu ,  02 ocak 2021,   daire ,  95,  80,  2+1,  0,  3,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  belirtilmemiş,  sahibinden,  hayır,  hayır 
135000,van , ipekyolu ,  30 aralık 2020,   daire ,  80,  60,  1+1,  2,  1,  6,  doğalgaz (kombi),  1,  var,  evet,  boş,  hayır,  100,  evet,  emlak ofisinden,  hayır,  evet 
380000,van , ipekyolu ,  30 aralık 2020,   daire ,  175,  160,  3+1,  5-10 arası,  3,  6,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  100,  evet,  emlak ofisinden,  hayır,  hayır 
370000,van , ipekyolu ,  30 aralık 2020,   daire ,  125,  100,  2+1,  1,  3,  6,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  100,  evet,  emlak ofisinden,  hayır,  hayır 
230000,van , ipekyolu ,  30 aralık 2020,   daire ,  120,  115,  2+1,  0,  yüksek giriş,  6,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
140000,van , edremit ,  30 aralık 2020,   daire ,  90,  80,  2+1,  5-10 arası,  2,  3,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  belirtilmemiş,  sahibinden,  hayır,  hayır 
290000,van , erciş ,  30 aralık 2020,   daire ,  158,  150,  2+1,  4,  1,  6,  merkezi,  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
205000,van , ipekyolu ,  30 aralık 2020,   daire ,  100,  96,  2+1,  5-10 arası,  6,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
910000,van , ipekyolu ,  31 aralık 2020,   daire ,  240,  220,  4+1,  5-10 arası,  3,  10,  merkezi (pay ölçer),  2,  var,  evet,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  sahibinden,  evet,  evet 
450000,van , ipekyolu ,  29 aralık 2020,   daire ,  210,  190,  4+1,  0,  1,  5,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  250,  evet,  emlak ofisinden,  hayır,  hayır 
260000,van , ipekyolu ,  30 aralık 2020,   daire ,  90,  75,  2+1,  1,  3,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
235000,van , edremit ,  31 aralık 2020,   daire ,  150,  150,  3+1,  5-10 arası,  2,  4,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  80,  hayır,  sahibinden,  hayır,  hayır 
549000,van , ipekyolu ,  03 ocak 2021,   daire ,  200,  180,  4+1,  0,  6,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  1,  evet,  emlak ofisinden,  hayır,  hayır 
250000,van , ipekyolu ,  30 aralık 2020,   daire ,  100,  90,  2+1,  0,  3,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
410000,van , ipekyolu ,  31 aralık 2020,   daire ,  175,  160,  3+1,  0,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  80,  evet,  emlak ofisinden,  evet,  evet 
240000,van , ipekyolu ,  31 aralık 2020,   daire ,  160,  130,  3+1,  11-15 arası,  2,  5,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
260000,van , ipekyolu ,  29 aralık 2020,   daire ,  120,  105,  2+1,  3,  1,  6,  doğalgaz (kombi),  1,  var,  evet,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
775000,van , ipekyolu ,  30 aralık 2020,   daire ,  228,  190,  4+1,  0,  4,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
595000,van , ipekyolu ,  28 aralık 2020,   daire ,  270,  255,  4+1,  5-10 arası,  kot 4,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  80,  evet,  sahibinden,  hayır,  hayır 
530000,van , ipekyolu ,  28 aralık 2020,   daire ,  175,  160,  3+1,  1,  3,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  120,  evet,  emlak ofisinden,  hayır,  evet 
850000,van , ipekyolu ,  28 aralık 2020,   daire ,  340,  300,  5+1,  0,  7,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  150,  evet,  emlak ofisinden,  hayır,  hayır 
315000,van , ipekyolu ,  30 aralık 2020,   daire ,  128,  120,  2+1,  0,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
240000,van , ipekyolu ,  30 aralık 2020,   daire ,  110,  90,  2+1,  0,  1,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
380000,van , erciş ,  29 aralık 2020,   daire ,  160,  140,  3+1,  0,  3,  5,  merkezi,  2,  var,  hayır,  boş,  evet,  0,  evet,  emlak ofisinden,  hayır,  hayır 
650000,van , ipekyolu ,  28 aralık 2020,   daire ,  225,  185,  4+1,  0,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
600000,van , ipekyolu ,  28 aralık 2020,   daire ,  196,  185,  3+1,  0,  1,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
400000,van , ipekyolu ,  28 aralık 2020,   daire ,  150,  130,  3+1,  2,  3,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  evet,  120,  evet,  emlak ofisinden,  hayır,  hayır 
349000,van , ipekyolu ,  29 aralık 2020,   daire ,  110,  100,  2+1,  2,  3,  7,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  100,  hayır,  emlak ofisinden,  hayır,  hayır 
360000,van , tuşba ,  28 aralık 2020,   daire ,  170,  150,  3+1,  4,  2,  7,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
275000,van , ipekyolu ,  28 aralık 2020,   daire ,  108,  95,  2+1,  3,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  100,  evet,  emlak ofisinden,  hayır,  evet 
130000,van , edremit ,  27 aralık 2020,   daire ,  90,  75,  2+1,  11-15 arası,  2,  5,  doğalgaz (kombi),  1,  var,  belirtilmemiş,  boş,  hayır,  100,  evet,  emlak ofisinden,  hayır,  hayır 
280000,van , ipekyolu ,  11 ocak 2021,   daire ,  120,  120,  2+1,  0,  yüksek giriş,  6,  doğalgaz (kombi),  1,  yok,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
220000,van , ipekyolu ,  29 aralık 2020,   daire ,  100,  90,  2+1,  3,  5,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
995000,van , ipekyolu ,  27 aralık 2020,   daire ,  380,  300,  4+1,  1,  çatı katı,  4,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  150,  evet,  emlak ofisinden,  hayır,  hayır 
455000,van , ipekyolu ,  30 aralık 2020,   daire ,  170,  150,  3+1,  3,  zemin kat,  7,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
235000,van , ipekyolu ,  02 ocak 2021,   daire ,  105,  95,  2+1,  2,  3,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  80,  evet,  emlak ofisinden,  hayır,  evet 
209000,van , ipekyolu ,  29 aralık 2020,   daire ,  90,  70,  2+1,  2,  2,  5,  doğalgaz (kombi),  1,  yok,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
295000,van , ipekyolu ,  30 aralık 2020,   daire ,  110,  95,  2+1,  2,  3,  5,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
700000,van , ipekyolu ,  28 aralık 2020,   daire ,  188,  173,  3+1,  0,  3,  8,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  belirtilmemiş,  emlak ofisinden,  hayır,  hayır 
650000,van , tuşba ,  26 aralık 2020,   yazlık ,  140,  120,  3+1,  1,  villa tipi,  2,  yok,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
330000,van , erciş ,  26 aralık 2020,   daire ,  145,  140,  2+1,  5-10 arası,  2,  6,  merkezi,  2,  var,  hayır,  mülk sahibi,  hayır,  80,  evet,  sahibinden,  hayır,  hayır 
545000,van , ipekyolu ,  26 aralık 2020,   daire ,  240,  220,  4+1,  5-10 arası,  8,  8,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  80,  hayır,  sahibinden,  evet,  evet 
198000,van , edremit ,  26 aralık 2020,   daire ,  120,  100,  3+1,  5-10 arası,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  50,  evet,  emlak ofisinden,  evet,  hayır 
330000,van , ipekyolu ,  26 aralık 2020,   daire ,  110,  95,  2+1,  2,  5,  7,  doğalgaz (kombi),  1,  var,  belirtilmemiş,  mülk sahibi,  hayır,  120,  evet,  sahibinden,  evet,  hayır 
129000,van , ipekyolu ,  31 aralık 2020,   daire ,  45,  40,  1+1,  0,  kot 2,  6,  doğalgaz (kombi),  1,  var,  evet,  boş,  hayır,  0,  evet,  emlak ofisinden,  evet,  evet 
300000,van , ipekyolu ,  10 ocak 2021,   daire ,  100,  100,  2+1,  0,  1,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
675000,van , ipekyolu ,  26 aralık 2020,   daire ,  186,  155,  3+1,  0,  8,  9,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
329000,van , ipekyolu ,  31 aralık 2020,   daire ,  115,  95,  2+1,  4,  5,  7,  doğalgaz (kombi),  1,  yok,  hayır,  mülk sahibi,  hayır,  80,  evet,  emlak ofisinden,  hayır,  evet 
300000,van , ipekyolu ,  27 aralık 2020,   daire ,  110,  100,  2+1,  0,  2,  6,  doğalgaz (kombi),  1,  var,  belirtilmemiş,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  evet,  hayır 
145000,van , ipekyolu ,  27 aralık 2020,   daire ,  65,  60,  1+1,  0,  2,  6,  doğalgaz (kombi),  1,  yok,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
fiyat,il,ilce,ilan_tarihi,emlak_tipi,m²_(brüt),m²_(net),oda_sayısı,bina_yaşı,bulunduğu_kat,kat_sayısı,isıtma,banyo_sayısı,balkon,eşyalı,kullanım_durumu,site_içerisinde,aidat_(tl),krediye_uygun,kimden,görüntülü_arama_ile_gezilebilir,takas
445000,van , ipekyolu ,  26 aralık 2020,   daire ,  220,  200,  4+1,  5-10 arası,  6,  7,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
920000,van , ipekyolu ,  24 aralık 2020,   daire ,  350,  330,  5+1,  0,  7,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
265000,van , ipekyolu ,  25 aralık 2020,   daire ,  105,  95,  2+1,  0,  1,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  70,  hayır,  emlak ofisinden,  hayır,  hayır 
260000,van , edremit ,  25 aralık 2020,   daire ,  145,  140,  3+1,  5-10 arası,  kot 2,  5,  doğalgaz (kombi),  1,  var,  belirtilmemiş,  mülk sahibi,  hayır,  135,  evet,  sahibinden,  evet,  hayır 
350000,van , tuşba ,  24 aralık 2020,   daire ,  125,  115,  3+1,  0,  2,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
